L23,447,fruit,Fruta
L23,448,gift,regalo
L23,449,high,alto
L23,450,illness,enfermedad
L23,451,milk,Leche
L23,452,not,no
L23,453,piece,pedazo
L23,454,protect,proteger
L23,455,race,raza
L23,456,since,ya que
L23,457,slow,lento
L23,458,smile,sonreír
L23,459,ticket,boleto
L23,460,well,bien
L24,461,accident,accidente
L24,462,blood,sangre
L24,463,business,negocio
L24,464,during,durante
L24,465,even,incluso
L24,466,floor,suelo
L24,467,general,general
L24,468,choose,escoger
L24,469,inform,informar
L24,470,little,pequeño
L24,471,meeting,reunión
L24,472,order,orden
L24,473,party,fiesta
L24,474,pink,rosado
L24,475,reply,respuesta
L24,476,snow,nieve
L24,477,sugar,azúcar
L24,478,travel,viaje
L24,479,virus,virus
L24,480,watch,reloj
L25,481,another,otro
L25,482,believe,creer
L25,483,both,ambos
L25,484,crazy,loca
L25,485,cup,taza
L25,486,decide,decidir
L25,487,ever,nunca
L25,488,field,campo
L25,489,heart,corazón
L25,490,imagine,imagina
L25,491,line,línea
L25,492,meat,carne
L25,493,over,encima
L25,494,pull,Halar
L25,495,ring,anillo
L25,496,sell,vender
L25,497,similar,similar
L25,498,speed,velocidad
L25,499,than,que
L25,500,your,tu
L26,501,above,encima
L26,502,begin,empezar
L26,503,century,siglo
L26,504,consider,considerar
L26,505,dangerous,peligroso
L26,506,dark,oscuro
L26,507,exchange,intercambiar
L26,508,government,gobierno
L26,509,hear,oír
L26,510,jump,saltar
L26,511,material,material
L26,512,near,cerca
L26,513,past,pasado
L26,514,produce,Produce
L26,515,remove,eliminar
L26,516,secret,secreto
L26,517,song,canción
L26,518,television,televisión
L26,519,value,valor
L26,520,when,cuando
L27,521,arm,brazo
L27,522,behind,detrás
L27,523,case,caso
L27,524,collect,recoger
L27,525,draw,dibujar
L27,526,examine,examinar
L27,527,fall,otoño
L27,528,grow,crecer
L27,529,immediately,inmediatamente
L27,530,low,bajo
L27,531,mind,mente
L27,532,off,apagado
L27,533,pass,pasar
L27,534,radio,radio
L27,535,shoe,zapato
L27,536,station,estación
L27,537,sure,Por supuesto
L27,538,test,prueba
L27,539,usual,usual
L27,540,while,mientras
L28,541,ago,hace
L28,542,along,a lo largo
L28,543,bear,oso
L28,544,condition,condición
L28,545,direct,directo
L28,546,edge,borde
L28,547,fine,multa
L28,548,half,medio
L28,549,chicken,pollo
L28,550,increase,incrementar
L28,551,magazine,revista
L28,552,nature,naturaleza
L28,553,plate,plato
L28,554,poor,pobre
L28,555,respect,el respeto
L28,556,sharp,agudo
L28,557,sometimes,a veces
L28,558,still,todavía
L28,559,tall,alto
L28,560,would,haría
L29,561,add,añadir
L29,562,among,entre
L29,563,built,construido
L29,564,common,común
L29,565,depend,depender
L29,566,early,temprano
L29,567,fly,volar
L29,568,happen,ocurrir
L29,569,check,cheque
L29,570,introduce,introducir
L29,571,less,Menos
L29,572,mark,marca
L29,573,patient,paciente
L29,574,perhaps,quizás
L29,575,rise,subir
L29,576,sense,sentido
L29,577,short,corto
L29,578,state,estado
L29,579,turn,giro
L29,580,will,será
L30,581,act,Actuar
L30,582,appear,Aparecer
L30,583,break,romper
L30,584,course,curso
L30,585,court,Corte
L30,586,discuss,discutir
L30,587,effect,efecto
L30,588,form,formar
L30,589,hold,sostener
L30,590,insect,insecto
L30,591,mean,media
L30,592,once,una vez
L30,593,purpose,propósito
L30,594,really,De Verdad
L30,595,ride,paseo
L30,596,situation,situación
L30,597,success,éxito
L30,598,though,aunque
L30,599,upon,sobre
L30,600,war,guerra
L31,601,afternoon,tarde
L31,602,busy,ocupado
L31,603,coffee,café
L31,604,detail,detalle
L31,605,especially,especialmente
L31,606,finish,terminar
L31,607,ground,suelo
L31,608,holiday,fiesta
L31,609,choice,elección
L31,610,kitchen,cocina
L31,611,lesson,lección
L31,612,music,música
L31,613,orange,naranja
L31,614,perfect (adj),Perfecto
L31,615,request,solicitud
L31,616,season,temporada
L31,617,sick,enfermo
L31,618,tomorrow,mañana
L31,619,welcome,bienvenidos
L31,620,yesterday,ayer
L32,621,agree,de acuerdo
L32,622,bridge,puente
L32,623,cake,pastel
L32,624,customer,cliente
L32,625,date,fecha
L32,626,enter,entrar
L32,627,future,futuro
L32,628,gentleman,Caballero
L32,629,hair,pelo
L32,630,image,imagen
L32,631,language,idioma
L32,632,market,mercado
L32,633,plane,avión
L32,634,private,privado
L32,635,restaurant,restaurante
L32,636,size,Talla
L32,637,sky,cielo
L32,638,smart,inteligente
L32,639,thank,gracias
L32,640,weather,clima
L33,641,actor,actor
L33,642,bottle,botella
L33,643,cloth,paño
L33,644,coat,Saco
L33,645,destroy,destruir
L33,646,everywhere,En todas partes
L33,647,finger,dedo
L33,648,guide,guía
L33,649,improve,mejorar
L33,650,knife,cuchillo
L33,651,large,grande
L33,652,mistake,Error
L33,653,ocean,Oceano
L33,654,plant,planta
L33,655,repeat,repetir
L33,656,salt,sal
L33,657,special,especial
L33,658,teach,enseñar
L33,659,uncle,tío
L33,660,winter,invierno
L34,661,angry,enojado
L34,662,article,artículo
L34,663,build,construir
L34,664,dirty,sucio
L34,665,except,excepto
L34,666,famous,famoso
L34,667,gas,gas
L34,668,hotel,hotel
L34,669,cheap,barato
L34,670,interview,entrevista
L34,671,moon,Luna
L34,672,nice,bonito
L34,673,prepare,preparar
L34,674,prison,prisión
L34,675,rice,arroz
L34,676,seem,parecer
L34,677,skirt,falda
L34,678,strange,extraño
L34,679,train,tren
L34,680,warm,calentar
L35,681,account,cuenta
L35,682,bird,pájaro
L35,683,cloud,nube
L35,684,comfortable,cómodo
L35,685,damage,dañar
L35,686,dust,polvo
L35,687,exercise,ejercicio
L35,688,favourite,favorito
L35,689,hospital,hospital
L35,690,joke,broma
L35,691,message,mensaje
L35,692,night,noche
L35,693,paint,pintar
L35,694,pleasure,Placer
L35,695,relationship,relación
L35,696,science,Ciencias
L35,697,serious,grave
L35,698,spend,gastar
L35,699,tired,cansado
L35,700,wrong,incorrecto
L36,701,amount,cantidad
L36,702,bank,banco
L36,703,brown,marrón
L36,704,crowd,multitud
L36,705,deal,acuerdo
L36,706,engine,motor
L36,707,follow,seguir
L36,708,chocolate,chocolate
L36,709,individual,individual
L36,710,left,izquierda
L36,711,meal,comida
L36,712,oil,petróleo
L36,713,pain,dolor
L36,714,probably,probablemente
L36,715,replace,reemplazar
L36,716,society,sociedad
L36,717,square,cuadrado
L36,718,step,paso
L36,719,temperature,temperatura
L36,720,university,Universidad
L37,721,accept,aceptar
L37,722,advance,avanzar
L37,723,bag,bolso
L37,724,captain,capitán
L37,725,centre,centrar
L37,726,demand,demanda
L37,727,enemy,enemigo
L37,728,factory,fábrica
L37,729,hungry,hambriento
L37,730,illegal,ilegal
L37,731,law,ley
L37,732,nose,nariz
L37,733,petrol,gasolina
L37,734,proud,orgulloso
L37,735,responsible,responsable
L37,736,store,Tienda
L37,737,successful,exitoso
L37,738,swim,nadar
L37,739,top,parte superior
L37,740,win,ganar
L38,741,available,disponible
L38,742,boat,bote
L38,743,borrow,pedir prestado
L38,744,coast,costa
L38,745,cream,crema
L38,746,design,diseño
L38,747,expression,expresión
L38,748,farm,granja
L38,749,history,historia
L38,750,injure,lesionar
L38,751,map,mapa
L38,752,obtain,obtener
L38,753,peaceful,pacífico
L38,754,practise,práctica
L38,755,recently,recientemente
L38,756,shape,forma
L38,757,silver,plata
L38,758,smoke,fumar
L38,759,touch,toque
L38,760,wash,lavar
L39,761,advantage,ventaja
L39,762,attack,ataque
L39,763,butter,mantequilla
L39,764,club,club
L39,765,college,Universidad
L39,766,degree,la licenciatura
L39,767,escape,escapar
L39,768,gate,portón
L39,769,independent,independiente
L39,770,listen,escucha
L39,771,marry,casar
L39,772,object,objeto
L39,773,path,camino
L39,774,quiet,tranquilo
L39,775,refuse,negar
L39,776,subject (n),tema
L39,777,supply,suministro
L39,778,taste,gusto
L39,779,usually,generalmente
L39,780,vegetable,vegetal
L40,781,arrange,organizar
L40,782,below,abajo
L40,783,cigarette,cigarrillo
L40,784,cottage,cabaña
L40,785,department,Departamento
L40,786,earn,ganar
L40,787,front,frente
L40,788,gentle,amable
L40,789,hat,sombrero
L40,790,instrument,instrumento
L40,791,machine,máquina
L40,792,newspaper,periódico
L40,793,parcel,paquete o empaquetar
L40,794,religion,religión
L40,795,repair,reparar
L40,796,serve,servir
L40,797,shoulder,hombro
L40,798,trip,viaje
L40,799,village,pueblo
L40,800,wall,pared
L41,801,arrive,llegar
L41,802,born,nacido
L41,803,clothes,ropa
L41,804,correct,correcto
L41,805,double,doble
L41,806,English,Inglés
L41,807,forget,olvidar
L41,808,goal,objetivo
L41,809,hate,odio
L41,810,kill,matar
L41,811,last,último
L41,812,main,principal
L41,813,pair,par
L41,814,promise,promesa
L41,815,regular,regular
L41,816,somewhere,algun lado
L41,817,space,espacio
L41,818,these,estas
L41,819,useful,útil
L41,820,without,sin
L42,821,animal,animal
L42,822,beer,cerveza
L42,823,calm,calma
L42,824,copy,Copiar
L42,825,dish,plato
L42,826,express,Rápido
L42,827,foreign,exterior
L42,828,guess,adivinar
L42,829,husband,marido
L42,830,lie,mentira
L42,831,mine,mía
L42,832,opinion,opinión
L42,833,passenger,pasajero
L42,834,press,prensa
L42,835,rule,regla
L42,836,sign,firmar
L42,837,support,apoyo
L42,838,those,aquellos
L42,839,wonderful,maravilloso
L42,840,year,año
L43,841,afraid,temeroso
L43,842,board,tablero
L43,843,circle,circulo
L43,844,count,contar
L43,845,death,muerte
L43,846,discover,descubrir
L43,847,funny,gracioso
L43,848,guest,invitado
L43,849,horse,caballo
L43,850,lake,lago
L43,851,modern,moderno
L43,852,necessary,necesario
L43,853,plenty,mucho
L43,854,profit,lucro
L43,855,reduce,reducir
L43,856,share,compartir
L43,857,steal,robar
L43,858,trust,confiar
L43,859,wish,deseo
L43,860,young,joven
L44,861,admire,admirar
L44,862,allow,permitir
L44,863,battle,batalla
L44,864,climb,escalada
L44,865,complete,completar
L44,866,divide,dividir
L44,867,effort,esfuerzo
L44,868,fresh,Fresco
L44,869,hole,agujero
L44,870,indeed,en efecto
L44,871,marriage,matrimonio
L44,872,outside,fuera de
L44,873,pleasant,agradable
L44,874,point,punto
L44,875,recent,reciente
L44,876,secretary,secretario
L44,877,sing,canta
L44,878,soft,suave
L44,879,third,tercero
L44,880,various,varios
L45,881,adventure,aventuras
L45,882,although,a pesar de que
L45,883,bottom,fondo
L45,884,coin,moneda
L45,885,comfort,comodidad
L45,886,drop,soltar
L45,887,equal,igual
L45,888,gun,pistola
L45,889,intelligent,inteligente
L45,890,join,unirse
L45,891,laugh,risa
L45,892,middle,medio
L45,893,perform,realizar
L45,894,plain,llanura
L45,895,row,fila
L45,896,soldier,soldado
L45,897,surface,superficie
L45,898,thick,grueso
L45,899,until,hasta
L45,900,wild,salvaje
L46,901,attempt,intento
L46,902,bill,cuenta
L46,903,breathe,respirar
L46,904,cook,cocinar
L46,905,defend,defender
L46,906,fat,grasa
L46,907,grey,gris
L46,908,hot,caliente
L46,909,character,personaje
L46,910,import,importar
L46,911,lose,perder
L46,912,mountain,montaña
L46,913,operation,operación
L46,914,prize,premio
L46,915,risk,riesgo
L46,916,safe,seguro
L46,917,suddenly,repentinamente
L46,918,suit,traje
L46,919,type,tipo
L46,920,wood,madera
L47,921,area,zona
L47,922,asleep,dormido
L47,923,bath,bañera
L47,924,careless,descuidado
L47,925,delay,retrasar
L47,926,event,evento
L47,927,foot,pie
L47,928,hide,esconder
L47,929,chain,cadena
L47,930,international,internacional
L47,931,match,partido
L47,932,nervous,nervioso
L47,933,pity,lástima
L47,934,prove,probar
L47,935,raise,aumento
L47,936,shut,cerrar
L47,937,smell,oler
L47,938,straight,Derecho
L47,939,trade,comercio
L47,940,variety,variedad
L48,941,admit,admitir
L48,942,attend,asistir
L48,943,branch,rama
L48,944,coal,carbón
L48,945,consist,consistir
L48,946,declare,declarar
L48,947,exact,exacto
L48,948,farmer,granjero
L48,949,instead,en lugar
L48,950,jacket,chaqueta
L48,951,leg,pierna
L48,952,metal,metal
L48,953,opposite,opuesto
L48,954,pound,libra
L48,955,roll,rodar
L48,956,score,Puntuación
L48,957,shoot,disparar
L48,958,speech,habla
L48,959,toilet,baño
L48,960,whose,cuyo
L49,961,attitude,actitud
L49,962,brave,valiente
L49,963,contain,Contiene
L49,964,doubt,duda
L49,965,experience,experiencia
L49,966,flat,plano
L49,967,guard,Guardia
L49,968,heavy,pesado
L49,969,charge,cargar
L49,970,iron,hierro
L49,971,medicine,medicamento
L49,972,noise,ruido
L49,973,politics,política
L49,974,pour,verter
L49,975,rush,prisa
L49,976,smooth,suave
L49,977,spread,propagar
L49,978,suggest,sugerir
L49,979,trouble,problema
L49,980,west,Oeste
L50,981,average,promedio
L50,982,belong,pertenecer a
L50,983,certainly,ciertamente
L50,984,crime,crimen
L50,985,duty,deber
L50,986,either,ya sea
L50,987,fail,fallar
L50,988,health,salud
L50,989,influence,influencia
L50,990,leader,líder
L50,991,measure,medida
L50,992,offer,oferta
L50,993,pile,pila
L50,994,regard,considerar
L50,995,rough,áspero
L50,996,series,serie
L50,997,spoil,mimar
L50,998,spot,Mancha
L50,999,thin,Delgado
L50,1000,vote,votar
